id,ime,tema,podtema,leto,st_setov,novo,rabljeno
trn238,"Light Orange Safety Vest, Dark Bluish Gray Legs, Red Construction Helmet with Headset, Brown Moustache and Goatee",Train,General,2015,1,2.15,2.39
trn239,"Light Orange Safety Vest, Dark Bluish Gray Legs, Red Construction Helmet, Beard Light Brown Angular",Train,General,2015,1,1.9,2.01
trn240,"Orange Vest with Safety Stripes - Orange Legs, Red Construction Helmet with Headset",Train,General,2017,1,2.41,2.86
trn241,"Orange Vest with Safety Stripes - Blue Legs, Red Construction Helmet, Orange Sunglasses",Town,City / Construction,2018,1,2.02,1.31
trn242,"Forklift Driver - Male, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Dark Blue Legs, Red Construction Helmet, Goatee",Train,General,2018,1,1.42,1.24
trn243,"Security Officer - Dark Green Legs, Dark Green Cap with Hole, Sunglasses",Train,General,2018,1,1.66,1.28
trn244,"Train Driver - Orange Safety Vest with Lime Straps, Olive Green Legs, Red Cap with Hole, Beard Dark Tan Angular",Train,General,2018,1,1.76,1.28
trn245,"Train Worker - Female, Orange Safety Vest with Badge, Dark Blue Legs, Bright Light Yellow Ponytail and Swept Sideways Fringe",Train,General,2018,1,1.62,1.5
trn246,"Train Worker - Female, Orange Safety Vest with Lime Straps, Olive Green Legs, Red Construction Helmet with Ponytail",Train,General,2018,1,1.77,1.53
trn247,"Man - Classic Space Shirt with Red Sleeves, Blue Legs, Red Cap",Town,City,2018,1,1.6,1.29
trn248,"Dark Blue Suit with Train Logo, Dark Blue Legs, Dark Red Hat, Gray Beard",Town,City,2018,1,1.66,1.5
trn249,"Female with Reddish Brown Apron with Cup and Name Tag Pattern, Bright Light Yellow Hair Female Large High Bun, Glasses",Town,City,2018,1,1.67,1.47
trn250,"Female Outline Sweatshirt with Zipper, Tan Legs, Reddish Brown Hair Female Ponytail and Swept Sideways Fringe",Town,City,2018,1,1.64,1.23
trn251,"Suit with 3 Buttons Black - Black Legs, Brown Male Hair",Town,Classic Town,1990,1,3.32,1.23
trn252,"Shirt with 6 Buttons - Blue, Blue Legs, Red Hat (Reissue)",Train,General,2020,1,3.47,2.13
trn253,"Train Worker - Female, Black Hair, Medium Blue Shirt with Red Bandana, Medium Blue Legs",Train,General,2020,1,3.14,2.44
trn254,"Train Worker - Male, Medium Blue Hat, Medium Blue Shirt with Red Bandana, Medium Blue Legs",Train,General,2020,1,3.71,3.25
tv001,"TV Logo Small Pattern, White Legs, Black Female Hair",Town,Classic Town,1997,1,4.06,2.45
tv002,"TV Logo Small Pattern, Blue Legs, Black Ponytail Hair",Town,Classic Town,1998,1,3.06,2.05
tv003,"TV Logo Large Pattern, Blue Legs, Blue Cap, Sunglasses",Town,Classic Town,1998,1,2.3,1.21
twn001,"Shirt with 2 Pockets, Blue Legs, Brown Female Hair",Town,Classic Town,1999,1,3.59,1.33
twn002,"Race - Driver, Blue Shark",Town,Race,2000,5,4.41,1.41
twn003,"Jacket Brown - Light Gray Legs, Black Male Hair, Black Sunglasses",Town,Classic Town,1999,2,5.1,1.28
twn004,"Town Vest Formal - Race Official, Black Cap",Town,Classic Town,2000,2,1.94,1.32
twn005a,"Race - Driver, Yellow Tiger, Standard Helmet, Life Jacket",Town,Race,2000,1,3.03,1.44
twn006,"Fire - City Center 2, Light Gray Legs, White Helmet, Visor (Spy Runner Pilot)",Town,Town Jr. / Fire,2000,1,9.72,3.02
twn007,"Jogging Suit, Light Gray Legs, Black Ponytail Hair, Open Mouth",Town,Classic Town,1993,1,4.57,1.84
twn008,"Race - Driver, Green Alligator, Helmet with Flames",Town,Race,2000,2,5.0,1.87
twn009,"Race - Driver, Red Scorpion, Black Helmet",Town,Race,2000,2,3.03,1.38
twn010,"Race - Driver, Red Scorpion, Red Helmet",Town,Race,2000,3,3.93,1.1
twn011,"Shirt with 2 Pockets No Collar, Green Legs, Red Cap",Town,City,2006,1,6.66,1.47
twn013,"Jacket Brown - Green Legs, Black Male Hair",Town,Classic Town,1998,1,5.42,0.93
twn014,"Shirt with 2 Pockets, Green Legs, Brown Ponytail Hair",Town,Classic Town,1998,1,2.54,2.02
twn016,"Shirt with 2 Pockets, Black Legs, Black Ponytail Hair",Town,Classic Town,1996,1,14.39,2.0
twn020,"Dark Blue Jacket, Light Blue Shirt, Black Legs, Square Glasses, Black Male Hair",Town,World City,2003,1,5.47,2.41
twn022,"Orange Rock Raiders Shirt, Brown Ponytail Hair, Life Jacket",Town,Classic Town,2001,1,4.03,2.3
twn023,"Dark Blue Jacket, Light Blue Shirt, Dark Blue Legs, Square Glasses, White Cap",Town,City,2005,1,3.55,2.17
twn024,"Medium Blue Jacket, White Legs, Black Ponytail Hair",Town,City,2005,1,13.84,11.58
twn025,"TV Logo in Globe on Red Jacket, Red Legs with Black Hips, Headset Pattern",Town,Town Jr.,1999,1,3.29,0.92
twn026,"Red Jacket with Zipper Pockets and Classic Space Logo, Black Legs, Black Cap, Green Backpack with Sleeping Bag",Town,World City,2003,1,12.59,4.87
twn027,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Black Cap",Town,City,2006,2,2.9,1.64
twn028,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Light Bluish Gray Male Hair, Glasses",Town,City,2006,3,4.19,2.64
twn029,"Medium Blue Jacket, Orange Legs, Reddish Brown Ponytail Hair",Town,General,2006,1,63.81,7.42
twn030,"Shirt with 2 Pockets No Collar, Tan Legs, Reddish Brown Male Hair",Town,City,2006,1,10.24,2.37
twn031,"Medium Blue Jacket, White Legs, Reddish Brown Ponytail Hair",Town,City,2006,2,18.65,7.35
twn032,"Pinstripe Suit Jacket, Black Legs, Dark Red Hat, Standard Grin",Town,City,2006,1,2.73,2.39
twn033,"Black Vest with Blue Striped Tie, Blue Legs, White Arms, Reddish Brown Male Hair, Moustache",Town,City,2006,1,1.94,1.6
twn035,"Dark Blue Jacket, Light Blue Shirt, Blue Legs, Red Cap",Town,City,2006,1,2.55,2.18
twn036,"Palm Tree - Black Legs, Brown Ponytail Hair",Town,Classic Town,1998,1,2.25,2.78
twn038,"Fire - City Center 2, Light Gray Legs with Black Hips, Black Helmet",Town,Town Jr. / Fire,2000,1,6.55,1.78
twn039,"Palm Tree - Red Legs, Black Female Hair",Town,Classic Town,1999,2,3.02,2.38
twn040,"Medium Blue Jacket, White Legs, Dark Tan Female Hair",Town,General,2007,1,23.72,21.65
twn041,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Light Bluish Gray Male Hair, Smile",Town,General,2007,1,7.99,5.65
twn043,"Palm Tree - Red Legs, Brown Female Hair",Town,Classic Town,1998,1,3.3,2.75
twn044,"Medium Blue Jacket, Dark Blue Legs, Reddish Brown Ponytail Hair",Town,General,2007,1,20.88,13.82
twn045,"Dark Blue Jacket, Light Blue Shirt, Dark Bluish Gray Legs, Square Glasses, Dark Tan Female Hair",Town,General,2007,1,12.85,10.14
twn046,"Jogging Suit, Blue Legs, Black Ponytail Hair",Town,Classic Town,1998,1,1.53,1.0
twn047,"Dark Blue Jacket, Light Blue Shirt, Tan Legs, Red Long Bill Cap",Town,City,2009,1,5.07,1.98
twn048,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Reddish Brown Male Hair, Beard and Glasses",Town,City,2009,1,2.25,1.74
twn049,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Black Short Tousled Hair",Town,City,2009,1,3.06,1.68
twn050,"Dark Blue Jacket, Light Blue Shirt, Reddish Brown Legs, Aviator Cap and Goggles",Town,City / Airport,2009,1,2.91,2.39
twn051,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Sand Blue Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town,City,2009,1,5.84,2.92
twn052,"Black Vest with Blue Striped Tie, Black Legs, White Arms, Black Short Tousled Hair, Glasses",Town,City / Airport,2010,1,4.06,1.88
twn053,"Dark Blue Jacket, Light Blue Shirt, Light Bluish Gray Legs, Reddish Brown Male Hair",Town,City / Airport,2010,2,2.54,2.24
twn055,"Overalls Farmer Green, Light Bluish Gray Hair, Glasses",Town,General,2009,1,1.95,1.75
twn056,"Red Jacket with Zipper Pockets and Classic Space Logo, White Legs, Black Female Ponytail Hair, Brown Eyebrows",Town,General,2009,1,3.53,1.6
twn058,"Plain Blue Torso with Blue Arms, Tan Short Legs, Light Bluish Gray Helmet, Bandana",Town,General,2009,1,3.71,2.27
twn059,"Plain Light Bluish Gray Torso, Dark Blue Short Legs, Knit Cap, Orange Vest",Town,General,2009,1,4.91,2.04
twn060,"Red Jacket with Zipper Pockets and Classic Space Logo, Dark Bluish Gray Legs, Black Helmet, Silver Sunglasses",Town,City,2007,1,2.79,0.89
twn061,"Yellow Flowers - Black Female Hair, Yellow Air Tanks, Black Flippers",Town,City,2006,1,2.39,1.41
twn062,"Yellow Flowers - Black Ponytail Hair, Orange Legs",Town,City,2007,4,3.91,1.76
twn063a,"Yellow Flowers - Reddish Brown Ponytail Hair, Blue Air Tanks, Black Flippers",Town,City,2005,1,10.14,2.53
twn064,"Yellow Flowers - Reddish Brown Ponytail Hair, Green Legs",Town,General,2006,1,4.59,1.42
twn065,"Yellow Flowers - Reddish Brown Ponytail Hair, White Skirt",Town,City,2008,1,5.61,3.51
twn066,"Chef - White Torso with 8 Buttons, Dark Red Legs, Black Ponytail Hair",Town,City,2008,1,2.6,2.35
twn067,Town Vest Formal - Top Hat,Town,City,2008,1,3.25,1.97
twn068,"Black Vest with Blue Striped Tie, Dark Red Legs, White Arms, Dark Red Hat, Moustache",Town,City,2008,1,3.03,1.88
twn069,"Plaid Button Shirt, Light Bluish Gray Legs, Reddish Brown Male Hair, Standard Grin",Town,City,2008,1,6.39,1.46
twn070,"Surfboard on Ocean - Blue Legs, Red Cap, Red Eyebrows, Glasses",Town,City,2008,1,1.79,1.19
twn071,"Suit Black, Top Hat, Sand Blue Legs",Town,General,2008,1,11.65,5.53
twn072,"Overalls with Tools in Pocket Blue, Reddish Brown Hair Female Short Curled Ends",Town,General,2008,1,42.96,39.52
twn073,"Plain White Torso with White Arms, Sand Green Legs, Reddish Brown Female Hair Mid-Length",Town,General,2008,1,8.85,6.19
twn074,"Shirt with 2 Pockets No Collar, Reddish Brown Short Legs, Red Cap, Red Bandana",Town,General,2008,1,14.25,6.65
twn075,"Plaid Button Shirt, Tan Legs, Dark Orange Short Tousled Hair, Dark Orange Goatee and Eyebrows",Town,City / Farm,2009,1,2.85,1.72
twn076,"Horse Rider, Female, Black Suit with Tie, White Legs, Black Construction Helmet",Town,City / Farm,2009,1,1.01,1.84
twn077,"Sunset and Palm Trees - Tan Legs, Red Glasses, Tan Male Hair",Town,City,2009,1,4.91,4.04
twn078,"Shirt with Female Rainbow Stars Pattern, White Legs, Dark Red Hair Ponytail Long with Side Bangs",Town,City,2009,1,3.94,2.39
twn079,"Classic Space Minifigure Floating Pattern, Tan Legs, Dark Brown Short Tousled Hair",Town,City,2009,1,4.78,2.39
twn080,"Plaid Button Shirt, Dark Green Legs, Dark Red Hat, Glasses, Reddish Brown Beard (Carousel Operator)",Town,General,2009,1,2.02,2.64
twn081,"Plaid Button Shirt, Black Legs, Reddish Brown Male Hair, Dark Orange Goatee and Eyebrows",Town,General,2009,1,0.93,1.11
twn082,"Yellow Flowers - Black Ponytail Hair, Red Legs",Town,General,2009,1,4.82,1.74
twn083,"Plain Blue Torso with White Arms, Sand Blue Legs, Black Male Hair, Lipstick",Town,General,2009,1,2.44,4.76
twn084,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Blue Cap",Town,General,2009,1,2.69,1.08
twn085,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Short Legs, Black Cap",Town,General,2009,1,0.75,2.62
twn086,"Overalls with Tools in Pocket Blue, Reddish Brown Ponytail Hair, Lipstick, Dark Blue Short Legs",Town,General,2009,1,1.99,2.43
twn087,"Surfboard on Ocean - Light Bluish Gray Short Legs, Black Ponytail Hair",Town,General,2009,1,2.08,2.67
twn088,"Overalls with Tools in Pocket Blue, Red Short Bill Cap, Dark Blue Short Legs",Town,General,2009,1,1.37,3.91
twn089,"Yellow Flowers, Red Legs, Reddish Brown Female Hair Mid-Length",Town,General,2009,1,5.19,2.1
twn090,"Plain Red Torso with Red Arms, Dark Purple Short Legs, Tan Female Ponytail Hair, Brown Eyebrows",Town,General,2009,1,6.12,2.61
twn091,"Fire - Reflective Stripes, Black Legs, Dark Brown Short Tousled Hair",Town,City / Fire,2009,1,4.08,1.89
twn092,"Fire - Reflective Stripes, Black Legs, White Chef Toque",Town,City / Fire,2009,1,6.12,1.75
twn093,"Fire - Reflective Stripes, Black Legs, Tan Female Hair",Town,City / Fire,2009,1,6.45,2.43
twn096,"White Hoodie with Blue Pockets, Green Legs, Dark Brown Short Tousled Hair",Town,City,2010,1,3.93,1.14
twn097,"Red Jacket with Zipper Pockets and Classic Space Logo, Blue Legs, Dark Orange Short Tousled Hair",Town,City,2010,1,2.21,1.22
twn098,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Red Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town,City,2010,1,10.14,2.31
twn099,"White Hoodie with Blue Pockets, Blue Legs, Dark Orange Short Tousled Hair",Town,City,2010,1,2.01,1.39
twn100,"Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town,General,2010,1,5.03,3.04
twn101,"Mannequin, Groom",Town,General,2010,1,8.61,5.91
twn102,"Mannequin, Bride",Town,General,2010,1,8.38,5.98
twn103,"Sweater Cropped with Bow, Heart Necklace, Green Legs, Black Bob Cut Hair",Town,General,2010,1,2.68,2.08
twn104,"Black Vest with Blue Striped Tie, Black Hips and Yellow Legs, Black Short Tousled Hair",Town,General,2010,1,7.21,4.59
twn105,"Vest over Red and White Striped Shirt, Dark Blue Short Legs, Red Short Bill Cap",Town,General,2010,1,13.57,5.64
twn106,"Overalls Farmer Green, Red Construction Helmet",Town,General,2010,1,3.36,2.31
twn107,"Sunset and Palm Trees - Male, Dark Blue Legs, Black Male Hair, Lopsided Smile",Town,City,2010,1,5.29,1.73
twn108,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Reddish Brown Male Hair",Town,City,2010,1,14.9,1.8
twn109,"Sunset and Palm Trees - Dark Blue Legs, Reddish Brown Male Hair",Town,City,2010,1,5.57,1.83
twn110,"Shirt with Female Rainbow Stars Pattern, Green Legs, Black Bob Cut Hair",Town,City,2010,1,3.03,3.11
twn111,"Red Shirt with 3 Silver Logos, Dark Blue Arms, White Legs, Black Short Tousled Hair",Town,City,2010,1,8.72,1.3
twn112,"White Hoodie with Blue Pockets, Light Bluish Gray Short Legs, Dark Orange Short Tousled Hair",Town,City,2010,1,14.35,2.01
twn113,"Classic Space Minifigure Floating Pattern, Dark Bluish Gray Legs, Sports Helmet",Town,City,2010,1,4.07,2.13
twn114,"Shirt with Female Rainbow Stars Pattern, Orange Legs, Black Ponytail Hair",Town,City,2010,1,2.91,1.75
twn115,"Overalls Farmer Green, Red Short Bill Cap",Town,City,2010,1,1.98,1.51
twn117,"Sweater Cropped with Bow, Heart Necklace, White Legs, Dark Red Hair Ponytail Long with Side Bangs",Town,City,2010,1,5.1,2.44
twn118,"Sunset and Palm Trees - Male, Red Legs, Lime Short Bill Cap, Thin Grin",Town,City,2010,1,1.88,1.99
twn119,"Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Bright Light Yellow Female Hair Mid-Length",Town,General,2010,1,11.63,5.34
twn120,"Chef - White Torso with 8 Buttons, Light Bluish Gray Legs, Gray Beard",Town,City,2010,1,5.71,3.24
twn121,"Sweater Cropped with Bow, Heart Necklace, Red Skirt, Reddish Brown Female Hair over Shoulder, Small Eylashes and Wide Smile",Town,General,2010,1,15.1,4.01
twn122,"Plain Black Torso with Black Arms, Tan Short Legs, Black Male Hair",Town,General,2010,1,15.33,4.77
twn123,"Overalls with Safety Stripe Orange, Black Legs, Dark Bluish Gray Knit Cap, Brown Eyebrows, Thin Grin",Town,General,2010,1,8.28,1.41
twn124,"Blue Jacket with Pockets and Orange Stripes, Dark Blue Legs, Black Hat",Town,General,2010,1,4.96,2.1
twn125,"Plaid Button Shirt, Blue Short Legs, Dark Blue Hood, Lopsided Smile with Dimple",Town,General,2010,1,14.14,5.68
twn126,"Yellow Flowers - Reddish Brown Ponytail Hair, Orange Legs",Town,General,2007,1,4.07,1.5
twn127,"Surfboard on Ocean - Blue Legs, Black Male Hair Wavy",Town,General,2007,1,5.38,4.19
twn128,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Dark Red Hair Ponytail Long with Side Bangs",Town,City,2010,1,2.0,3.02
twn129,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Dark Orange Female Hair Mid-Length",Town,City,2011,1,5.38,1.86
twn130,"Shirt with Female Rainbow Stars Pattern, Dark Purple Short Legs, Tan Ponytail Hair",Town,City,2011,1,14.35,1.58
twn131b,"Classic Space Minifigure Floating Pattern, Blue Short Legs, Lime Short Bill Cap, Reddish Brown Eyebrows",Town,City,2011,1,5.07,0.01
twn132,"Bride, Printed Legs",Town,General,2011,1,5.04,3.92
twn133b,"Suit Black, Top Hat, Black Legs, Reddish Brown Eyebrows",Town,General,2011,1,5.06,1.45
twn134,"Sweater Cropped with Bow, Heart Necklace, Red Skirt, Bright Light Yellow Female Hair Mid-Length",Town,General,2011,1,2.89,2.71
twn135,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Dark Brown Hair, Brown Beard Rounded",Town,City / Space Port,2011,1,4.57,2.95
twn136,"Dark Blue Jacket, Light Blue Shirt, Dark Bluish Gray Legs, Dark Orange Male Hair",Town,City / Airport,2011,1,3.03,3.42
twn137,"Female Corset with Gold Panel Front and Lace Up Back Pattern, Dark Red Legs, Reddish Brown Female Hair over Shoulder",Town,General,2011,1,3.53,2.72
twn138,"Overalls Blue over V-Neck Shirt, Blue Legs, White Short Bill Cap",Town,General,2011,1,2.67,1.31
twn139,"White Hoodie with Blue Pockets, Dark Purple Short Legs, Dark Brown Hair Ponytail Long French Braided",Town,General,2011,1,3.57,2.47
twn140,"Green V-Neck Sweater, Light Bluish Gray Legs, Dark Orange Short Tousled Hair",Town,General,2011,1,3.95,2.34
twn142,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Blue Short Legs, Black Ponytail Hair",Town,City,2011,1,2.19,1.58
twn143,"Bride with Tiara, Veil and Train",Holiday & Event,General,2011,1,12.74,11.48
twn144,Groom with Top Hat,Holiday & Event,General,2011,1,5.58,2.17
twn145,"Post Office White Envelope and Stripe, Dark Blue Legs, Black Short Bill Cap",Town,City / Post Office,2011,1,9.32,3.14
twn146,"Post Office White Envelope and Stripe, Tan Legs, Dark Orange Ponytail Long with Side Bangs",Town,City / Post Office,2011,1,13.0,5.46
twn147,"Medium Blue Jacket with Light Purple Scarf, Black Skirt, Bright Light Yellow Female Hair over Shoulder",Town,City,2011,1,14.37,4.17
twn148,"Dark Blue Jacket, Light Blue Shirt, Dark Red Legs, Red Bandana, Black Knit Cap",Town,City,2011,1,10.47,3.34
twn149,"Plain Light Bluish Gray Torso, Blue Legs, Bright Green Hood",Town,City,2011,1,11.59,8.83
twn150,"Plaid Button Shirt, Black Legs, Reddish Brown Male Hair, Reddish Brown Beard and Eyebrows",Town,City,2011,1,5.0,2.11
twn151,"Overalls Blue over V-Neck Shirt, Blue Short Legs, Black Male Hair",Town,City,2011,1,0.89,1.98
twn152,"Plain Red Torso with Red Arms, Blue Short Legs, Reddish Brown Male Hair",Town,General,2011,1,14.31,1.56
twn153,"Overalls Blue over V-Neck Shirt, Blue Legs, Orange Short Bill Cap",Town,General,2011,1,11.55,0.8
twn154,"Female Dark Purple Blouse with Gold Sash and Flowers, White Legs",Town,General,2012,1,4.51,1.91
twn155,Mayor,Town,General,2012,1,15.69,5.66
twn156,Secretary,Town,General,2012,1,10.2,7.29
twn157,"Bride, Wedding Dress with Necklace",Town,General,2012,1,14.0,14.14
twn158,"Groom, White Arms",Town,General,2012,1,10.76,3.41
twn159,Press Woman / Reporter - Dark Green Legs,Town,General,2012,1,9.22,4.46
twn160,"Janitor, White Beard",Town,General,2012,1,6.04,3.34
twn161,"Child, Girl, Orange Torso Halter Top with Medium Blue Trim and Flowers Pattern, Short Legs",Town,General,2012,1,11.65,12.64
twn162,"Boy - Classic Space Minifigure Floating Pattern, Blue Short Legs, Black Tousled Hair",Town,General,2012,1,6.89,4.19
twn163,"Red Jacket with Zipper Pockets and Classic Space Logo, Red Legs, Blue Helmet",Town,City,2012,1,2.04,1.04
twn164,Glider Pilot,Town,City / Airport,2012,1,2.0,2.56
twn165,Glider Passenger,Town,City / Airport,2012,1,11.86,1.89
twn171,"Female Dark Purple Blouse with Gold Sash and Flowers, White Legs, Red Lips",Town,General,2013,2,3.98,2.09
twn172,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Red Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town,General,2013,1,4.07,1.49
twn173,"Suit Black, Reddish Brown Male Hair, Black Eyebrows, Thin Grin",Town,City / Gas Station,2013,1,4.14,2.72
twn174,"Overalls with Safety Stripe Orange, Orange Legs, Orange Short Bill Cap, Thin Grin with Teeth",Town,City / Gas Station,2013,1,5.07,1.28
twn175,"Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Cheek Lines, Yellow Hands",Town,City / Fire,2013,1,0.67,0.94
twn176,Child Star,Town,General,2013,1,2.93,2.5
twn177,Chauffeur,Town,General,2013,1,6.64,3.93
twn178,Cinema Worker,Town,General,2013,1,6.86,6.55
twn179,Photographer,Town,General,2013,1,6.84,3.05
twn180,Female Guest,Town,General,2013,1,5.03,3.0
twn181,Male Guest,Town,General,2013,1,3.49,2.29
twn182,"Police - City Leather Jacket with Gold Badge, Black Helmet, Trans-Clear Visor",Town,City / Police,2013,1,2.22,0.91
twn183,"Red Jacket with Tan and White Zigzag Pattern, Red Legs, Tan Fedora, Black and Silver Sunglasses",Town,General,2013,1,2.85,2.18
twn184,"Lime Jacket with Wrench and Black and White Checkered Pattern, Dark Bluish Gray Legs, Dark Orange Hair, Crooked Smile",Town,General,2013,1,2.57,2.2
twn185,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Dark Blue Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town,General,2013,1,2.67,1.61
twn186,"Dark Blue Jacket, Light Blue Shirt, Dark Tan Legs, Black Male Hair",Town,General,2013,1,3.68,2.16
twn187,"Chef - White Torso with 8 Buttons, Red Legs, Dark Orange Short Tousled Hair",Town,General,2013,1,3.63,2.57
twn188,"Medium Blue Female Shirt with Two Buttons and Shell Pendant, Light Bluish Gray Legs, Dark Brown Ponytail Long French Braided",Town,General,2013,1,2.54,2.27
twn189,"Medium Blue Female Shirt with Two Buttons and Shell Pendant, Tan Legs, Dark Orange Hair Ponytail Long with Side Bangs",Town,General,2014,1,4.09,2.37
twn190,"Black Vest with Blue Striped Tie, White Legs, Dark Brown Short Tousled Hair",Town,General,2014,1,4.92,2.16
twn191,"Businessman Pinstripe Jacket and Gold Tie, Dark Tan Legs, Tan Tousled and Layered Hair",Town,General,2014,1,5.26,3.93
twn192,"Chef - White Torso with 8 Buttons, Black Wrinkles, NO Back Print, White Legs, Standard Grin",Town,General,2014,1,4.2,1.96
twn193,"Artist, Female",Town,General,2014,1,4.68,3.48
twn194,"Red Riding Jacket with Award Ribbon, White Legs, Black Riding Helmet",Town,City / Recreation,2014,1,2.52,1.52
twn195,"Plaid Button Shirt, Blue Legs, Black Hat, Lopsided Smile with Dimple (Truck Driver)",Town,General,2013,1,1.42,1.8
twn196,"Dark Bluish Gray Jacket with Magenta Scarf, Reddish Brown Legs, Reddish Brown Female Hair over Shoulder",Town,General,2013,1,6.65,2.28
twn197,"Boy, Green V-Neck Sweater, Dark Blue Short Legs",Town,General,2013,1,5.16,2.05
twn198,Dunk Tank Lady,Town,General,2014,1,2.91,2.27
twn199,Juggling Man,Town,General,2014,1,3.27,2.64
twn200,Strong Man Challenger,Town,General,2014,1,2.98,2.93
twn201,Ticket Lady,Town,General,2014,1,3.47,3.37
twn202,Truck Driver / Ride Operator,Town,General,2014,1,1.72,3.03
twn203,Queasy Man,Town,General,2014,1,12.25,5.16
twn204,"Shirt with Female Rainbow Stars Pattern, Dark Azure Short Legs, Glasses, Dark Brown Hair",Town,General,2014,1,5.2,3.18
twn205,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Light Bluish Gray Short Legs, Reddish Brown Hair",Town,General,2014,1,3.41,3.58
twn206,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Sand Green Legs, Dark Orange Hair",Town,General,2014,1,3.74,2.83
twn207,"Medium Blue Female Shirt with Two Buttons and Shell Pendant, Tan Legs, Dark Brown Bob Cut Hair",Town,General,2014,1,2.36,2.7
twn208,"Classic Space Minifigure Floating Pattern, Short Dark Tan Legs, Blue Short Bill Cap",Town,General,2014,1,2.39,1.9
twn209,"White Hoodie with Blue Pockets, Medium Lavender Short Legs, Dark Red Hair Ponytail Long with Side Bangs",Town,General,2014,1,3.05,1.88
twn210,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Construction Helmet, Beard",Town,General,2013,2,2.07,1.08
twn211,"Black Vest with Blue Striped Tie, Dark Blue Legs, White Arms, Dark Orange Short Tousled Hair, Rectangular Glasses",Town,General,2014,1,2.76,1.94
twn212,"Orange Jacket with Hood over Light Blue Sweater, Dark Tan Legs, Black Short Tousled Hair",Town,General,2014,1,2.37,1.46
twn213,"Medium Blue Female Shirt with Two Buttons and Shell Pendant, Blue Legs, Dark Brown Ponytail and Swept Sideways Fringe",Town,General,2014,1,2.31,1.7
twn214,"Red Shirt with 3 Silver Logos, Dark Blue Arms, Dark Blue Short Legs, Dark Orange Hair",Town,General,2014,1,7.91,2.53
twn215,Balloon Vendor,Town,General,2014,1,4.97,3.16
twn216,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap, Grin with Teeth",Town,General,2014,1,3.36,1.13
twn217,"Dark Bluish Gray Jacket with Magenta Scarf, Dark Blue Legs, Dark Orange Female Hair over Shoulder",Town,City,2015,1,1.98,2.08
twn218,Dart Player,Town,General,2015,1,6.37,3.4
twn219,"Plaid Button Shirt, Dark Tan Legs, Dark Bluish Gray Knit Cap, Standard Grin (Pool Player)",Town,General,2015,1,4.02,1.79
twn220,"Police - Female Officer, Dark Brown Hair with Bun",Town,General,2015,1,4.23,1.98
twn221,Al the Barber,Town,General,2015,1,4.71,3.98
twn222,Lady in Red,Town,General,2015,1,6.78,3.99
twn223,Detective Ace Brickman,Town,General,2015,1,6.12,2.92
twn224,"Classic Space Minifigure Floating Pattern, Blue Short Legs, Blue Short Bill Cap",Town,General,2015,1,1.78,1.28
twn225,"White Hoodie with Blue Pockets, Black Legs, Red Short Bill Cap, Crooked Smile",Town,General,2015,1,2.09,1.27
twn226,"Wetsuit with Blue Sign, Black Short Legs, Medium Nougat Ponytail and Swept Sideways Fringe",Town,General,2015,1,1.97,1.75
twn227,"Female Lime Halter Top with Dolphin Pattern, Dark Purple Legs, Dark Brown Ponytail and Swept Sideways Fringe, Pink Lips",Town,City / Recreation,2015,1,2.23,2.24
twn228,Supermarket Female Shop Assistant,Town,City / Food & Drink,2015,1,2.78,1.92
twn229,Supermarket Female Customer,Town,City / Food & Drink,2015,1,3.05,1.89
twn230,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Dark Purple Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town,General,2015,1,1.77,1.88
